strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
YJM981,haploid_mat_a,SGRP-62,2,Glycerol,16234.750396761066,6887.427873639706,56813.553885416666,2.35954198640963,8.261360967322823,985.2475783017612,403.69621432259487,3720.9481969172316,0.13298331250832582,0.5930454674516241,568.8329545509488,233.074118009983,2148.2904431308166,0.07677795127441005,0.34239496027488264
YJM981,haploid_mat_alpha,SGRP-63,2,Glycerol,16860.60060027669,6953.4025953776045,56719.268290364584,2.434269309193761,8.195334643807621,1386.9575777197995,506.4404745235265,6257.792151134156,0.2783247588172907,1.17756174041629,800.7603308511176,292.3935442946799,3612.937982990032,0.16069087442530045,0.6798655878167492
YPS128,diploid,SGRP-64,2,Glycerol,20015.919865755208,6298.250928987842,80640.96372395834,3.1764889107482923,12.797468018175799,1161.6604774515888,112.9557466098393,5443.844345651741,0.12780550547282374,0.6830567622533795,670.684989363624,65.21503071170588,3143.0049983884546,0.07378854298865098,0.3943630055587829
YPS128,haploid_mat_a,SGRP-65,2,Glycerol,22339.83290566406,6170.064627269433,74474.06045963541,3.6197109985899085,12.069493688537428,1290.3950429769723,105.84278724599392,3506.1344599010476,0.17129494454768945,0.500051416590334,745.0099254237136,61.10836170825488,2024.267674238893,0.09889718234543053,0.2887048199770831
YPS128,haploid_mat_alpha,SGRP-66,2,Glycerol,21487.41940185547,6184.862740258277,71569.3921953125,3.473796525327256,11.572957491838352,1093.9761694878991,187.0876985783927,4168.198343013428,0.12472120301919434,0.601185780943253,631.6074359408742,108.0151331363026,2406.5104353745546,0.07200782013678582,0.34709477246056253
YPS606,diploid,SGRP-67,2,Glycerol,18782.392983154296,6090.594686197916,75832.85940494791,3.083594720275224,12.45219522952615,546.5191973267591,105.76125287170254,621.5922375749439,0.05488336357872037,0.12284634848745613,315.5330056939026,61.06128781530955,358.8764456900757,0.03168692473620631,0.07092537236819538
YPS606,haploid_mat_a,SGRP-68,2,Glycerol,22763.47239418945,6111.224269205729,74908.70599609375,3.7250624560832355,12.257826390444963,514.5970172905709,54.44439724626831,2207.7773719875127,0.09064060358036768,0.35737156567563844,297.1027264568896,31.43348740599993,1274.660860027755,0.052331376876635444,0.2063285696435479
YPS606,haploid_mat_alpha,SGRP-69,2,Glycerol,23163.593246484375,6079.830556895903,76730.44000911458,3.8099541387774667,12.61994513321241,1400.2187469809812,72.98280113051271,5785.420882581063,0.22556316474050309,0.9235387591027089,808.41667049383,42.13663987891444,3340.214303933459,0.13022895388219335,0.5332053511750019
DBVPG 1106,diploid,SGRP-7,2,Glycerol,18805.823982145183,8715.577782389322,37627.084900762,2.1577630887460817,4.317421042667724,79.36147117978068,38.050704837990004,518.5359236393507,0.01540329570254231,0.07575420655259117,45.8193667489311,21.968584681068524,299.3768550976704,0.008893096920270209,0.043736711545385026
DBVPG 1106,haploid_mat_a,SGRP-8,2,Glycerol,13186.789029378255,8234.531359482802,31170.492893880208,1.6004169914976354,3.7833726737836115,905.1413290311883,229.31750080820305,2455.75213415873,0.07237817269898238,0.23625237460749968,522.5835899708122,132.39652082150826,1417.8291557195407,0.0417875574912107,0.13640037207632824
DBVPG 1106,haploid_mat_alpha,SGRP-9,2,Glycerol,13984.784298307291,8315.87650183329,33497.10928190104,1.6806853111972408,4.026073350178413,864.9360765887309,199.18590574310412,1946.0968869637998,0.06546604901564838,0.14812698434638158,499.37107665032255,115.00003629956059,1123.5795615576426,0.03779684102196583,0.08552115428663089
273614N,diploid,SGRP-1,0.02,Sucrose,12309.385099251302,6678.00903499349,23355.19412565104,1.8435579416268628,3.4967423638315025,209.6573693291122,168.7979165249191,829.7734342261145,0.020072989134949402,0.03931821713422845,121.04573861975173,97.45552254431001,479.0699156168475,0.011589145680503472,0.022700383246502955
DBVPG 1373,diploid,SGRP-10,0.02,Sucrose,11294.97503351237,5969.623104819008,21726.911337239584,1.8921722735335407,3.639950995140097,283.1650867598675,42.702127379349086,888.0156030047397,0.0510369527648361,0.15947859803992204,163.48543906591325,24.654084737436886,512.6960474393743,0.02946619841739634,0.09207501150833312
DBVPG 1373,haploid_mat_a,SGRP-11,0.02,Sucrose,11795.570282145181,5348.785041666667,33117.753357421876,2.2053472933812897,6.192286931050424,137.1810437402822,63.56338279263868,1182.5148025688827,0.020178225887902024,0.234262110553157,79.20151253116576,36.69833616593317,682.7252395838616,0.01164990414814931,0.13525129258879506
DBVPG 1373,haploid_mat_alpha,SGRP-12,0.02,Sucrose,11959.134263867187,5297.196902882436,33540.26837565104,2.2574139222263288,6.330751760936858,400.36939992096944,52.54536016392868,2004.1885404289844,0.06084917170134536,0.34671696145690484,231.15338081966064,30.337077835310062,1157.1187933234373,0.0351312856617375,0.20017713102975312
DBVPG 6044,diploid,SGRP-13,0.02,Sucrose,10290.981538183594,6295.888207808305,18514.31830205634,1.6345497312927433,2.9410184961874237,348.84437661653334,193.95899031093833,609.3648520801313,0.023236467357813574,0.0636481727422952,201.40539474484274,111.98227526776827,351.81696138316033,0.01341558068404962,0.03674728966619194
DBVPG 6044,haploid_mat_a,SGRP-14,0.02,Sucrose,16319.980994335938,5751.757427408854,48157.33891666667,2.835661329399175,8.375162794787583,1139.4695937460228,231.61261703626175,1973.047516658682,0.10275714057058224,0.2583563209057166,657.8730766826599,133.72160679359942,1139.1395148668128,0.05932686276958188,0.14916209142175682
DBVPG 6044,haploid_mat_alpha,SGRP-15,0.02,Sucrose,9083.352336067708,5341.891302389017,17436.558930338542,1.7001956189418082,3.2624733487200657,257.18030988064635,99.2225272744683,1028.0040005500255,0.01687746417872056,0.13274926867508982,148.48312113986256,57.28615283158926,593.5183864455694,0.009744208486822583,0.07664282600428907
322134S,diploid,SGRP-16,0.02,Sucrose,28149.560850878905,10109.830304417206,71931.1137578125,2.79080483314425,7.140372343786537,986.1044105810121,683.4456581043049,2824.518969546358,0.16602701203032152,0.6311392683388656,569.3276468980246,394.5875346830014,1630.7367873987944,0.09585574008845538,0.36438842647158753
322134S,haploid_mat_a,SGRP-17,0.02,Sucrose,26317.969901350913,11561.350481933594,64378.021403645835,2.2912872742707715,5.636358361399809,1582.6605243600843,1545.9005265370022,730.8325242861125,0.17048017548377586,0.7708558770482047,913.749479775089,892.5260851365225,421.9463546291208,0.09842677520705263,0.44505384812018606
322134S,haploid_mat_alpha,SGRP-18,0.02,Sucrose,39360.09079189453,12003.931045572917,107782.01594010416,3.292709248794451,9.061742229997598,4592.008806006738,1814.6943376343434,7596.421603312236,0.15816389127752767,0.8436658713059776,2651.1975202691224,1047.7142643300779,4385.796057550208,0.0913159652051593,0.48709071790460634
L_1374,diploid,SGRP-19,0.02,Sucrose,8936.443069425455,4618.222119614273,17845.060261421197,1.934894853907455,3.8627460409858285,406.4106614635529,151.53438805118697,1003.3798233122185,0.05440630508425993,0.126464003213023,234.64130479751614,87.48841973283801,579.3016110887485,0.031411494886010374,0.07301402629783653
273614N,haploid_mat_a,SGRP-2,0.02,Sucrose,26079.9529933431,6713.338937686337,62665.29506901042,3.8863205187739838,9.335865667601151,645.8605259241889,236.13846890108906,1844.7169318072692,0.08969834744152551,0.08361175699585156,372.88774850128374,136.33460858606983,1065.0478171575876,0.051787365041229334,0.04827327040897248
L_1374,haploid_mat_a,SGRP-20,0.02,Sucrose,10467.761037923177,5152.197011067708,27450.40652278646,2.031925463124596,5.331485151287535,304.5983095235068,168.287166434907,776.2914645654882,0.021304523317974812,0.22457642497337238,175.85991599810163,97.1606408423529,448.1920860364935,0.012300172272589418,0.12965925941202033
L_1374,haploid_mat_alpha,SGRP-21,0.02,Sucrose,10404.374717854818,5122.189883463541,27252.81084765625,2.0314055511049065,5.322333937118786,368.2042471609255,163.5327535563363,2293.879035411334,0.045815479597291695,0.4498075422611901,212.58282121512383,94.4156792870715,1324.3716785831728,0.02645157947854817,0.2596965056080221
L_1528,diploid,SGRP-22,0.02,Sucrose,9678.432470572916,5519.501105143229,17830.78313736979,1.7536725906748036,3.2309962542522985,124.32485799904455,40.877084294239104,417.38737890045536,0.035424816414601885,0.09927766833782624,71.77899023271037,23.600395620965973,240.97871556453023,0.020452527292963475,0.05731798853936237
L_1528,haploid_mat_a,SGRP-23,0.02,Sucrose,11133.13651505534,4959.857592611653,35418.405266276044,2.244754892178275,7.143823600355373,438.93085526736047,131.56518894033573,1944.7713330570668,0.06979439898760065,0.4161009155504106,253.41684744424325,75.95919725068681,1122.814252652765,0.04029581504341938,0.24023597560307933
L_1528,haploid_mat_alpha,SGRP-24,0.02,Sucrose,11061.674023844402,4959.694375435274,34567.42346158854,2.230640499123195,6.972192994470745,298.7146014418166,99.00397259391602,1313.6006406881374,0.06138831012129446,0.31884038154518407,172.46295555330462,57.159970227939745,758.4076835089611,0.03544255737362559,0.184082580113635
NCYC 110,diploid,SGRP-25,0.02,Sucrose,15509.38523577474,7665.688891601562,29850.650026692707,2.0237847609952366,3.8953658492808567,423.2262848089056,228.25645889741162,1038.8346579143135,0.052358708540764444,0.13975440542747095,244.34980946254686,131.78392798869135,599.7714693903417,0.03022931447043151,0.08068724359398645
NCYC 110,haploid_mat_a,SGRP-26,0.02,Sucrose,44964.332938997395,6090.391518066406,179827.17745052083,7.393237443125675,29.56739656071206,3243.643502559374,147.71195737475148,11912.252112447657,0.6914071487982936,2.6187125000037295,1872.7184493578354,85.28153835283929,6877.541963776343,0.39918410347832645,1.511914366807391
NCYC 110,haploid_mat_alpha,SGRP-27,0.02,Sucrose,16737.068379508462,5749.272058874439,60382.93791015625,2.911749580425255,10.507180243788868,502.9251125763833,83.57897666704051,2852.333613052013,0.10456237453188114,0.6046024516463325,290.36394912819776,48.25434467730929,1646.7955793141975,0.060369115083088044,0.3490673882107178
SK1,diploid,SGRP-28,0.02,Sucrose,11067.249208414712,5346.678065562377,29885.314520507814,2.0679516245207354,5.584489198774408,1368.1204656914133,97.59452631679407,4390.302394697132,0.22592125346140618,0.7537740912564226,789.8847191507737,56.34622604043508,2534.7422694022475,0.13043569650160053,0.43519167449506113
SK1,haploid_mat_a,SGRP-29,0.02,Sucrose,35769.076962076826,5155.498187736092,151946.0586796875,6.928603827288393,29.444262328156242,4727.905869294699,103.8085926404709,16077.405997260115,0.7905036507726156,2.5883708163132706,2729.6577263405065,59.933918905172085,9282.294680389032,0.4563974955689516,1.4943965875610383
273614N,haploid_mat_alpha,SGRP-3,0.02,Sucrose,22294.995192252605,6424.923357328544,54694.814662760415,3.4685737564666583,8.507206079259896,1188.5413480892948,164.55343329895692,3523.7253629974816,0.10504465711916514,0.33620537381217275,686.2046672623551,95.0049690112299,2034.4237868769078,0.060647561064681936,0.19410826307345672
SK1,haploid_mat_alpha,SGRP-30,0.02,Sucrose,86095.87968842774,7834.775907389323,247875.48444791668,11.635710064659419,33.32535548533669,9063.761782401647,1961.750387934545,18538.51994403683,3.9916646575078816,10.144143078458562,5232.965304940233,1132.6171145568624,10703.219480066911,2.3045886645268907,5.8567237370461305
378604X,diploid,SGRP-31,0.02,Sucrose,11877.069485791015,6157.088662512292,21139.650266276043,1.9295878792640495,3.432565414945153,879.793100937348,477.19627203920885,1810.0544699571453,0.03423725091634106,0.08347369372591402,507.9487836573535,275.5093961181231,1045.0354354776432,0.019766886032862276,0.04819355954290884
378604X,haploid_mat_a,SGRP-32,0.02,Sucrose,13901.29492372513,7397.000320259115,23891.92984768229,1.9144025652048213,3.320057337567195,1559.4172017726673,1776.1762622085275,1268.3559246580687,0.2191866502815407,0.5698051024640933,900.3299412223824,1025.4758431143168,732.2856345295927,0.1265474715428199,0.3289771292932666
378604X,haploid_mat_alpha,SGRP-33,0.02,Sucrose,10099.675348632813,5429.775006998698,18595.039584309896,1.8556874703571236,3.4169364599073653,1287.2732429370892,464.081828556512,2320.62151670406,0.09050915262157219,0.14615625796262804,743.207553330331,267.937768643116,1339.8114573563269,0.05225548363018963,0.08438335487847169
UWOPS05-217.3,diploid,SGRP-34,0.02,Sucrose,10061.709132177735,5610.133693522135,20343.377495919445,1.7898670576169897,3.6164645761022403,1096.7745365734827,335.39020594591483,2554.3364662552353,0.09092533781683255,0.2456357116665809,633.2230739310273,193.63762568643796,1474.7468463933376,0.052495768264705936,0.14181784425328578
UWOPS05-217.3,haploid_mat_a,SGRP-35,0.02,Sucrose,8823.147189615886,4968.935455297632,18996.729588867187,1.7763421349640303,3.82440602435085,364.2041744698012,259.3319361434344,801.3183202331961,0.021049207354382357,0.037670891129567605,210.27337817012517,149.7253631418787,462.6413478932146,0.012152765532280905,0.021749299134268943
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,0.02,Sucrose,10514.540762011718,6064.4461332649835,20520.002247395834,1.732890042366835,3.37963685491328,619.1036108297403,228.54138498301526,1779.3468152517191,0.03862224662424189,0.17408708017811939,357.4396363688199,131.94843014091376,1027.3063627672834,0.022298564485214174,0.10050922260327319
S288c,diploid,SGRP-37,0.02,Sucrose,12506.181536995442,6288.642320273477,22153.65436328125,1.9900670586267613,3.5270730365973284,311.1731590713825,249.2427391447101,720.8888684763668,0.06582533968249236,0.19434814434326197,179.65590715444893,143.90036253875806,416.20538227063514,0.03800427758518552,0.11220695345308655
S288c,haploid_mat_a,SGRP-38,0.02,Sucrose,13289.140200618489,6331.8619052734375,23373.844617838542,2.1017880052742908,3.705502898306539,1253.6030591468364,684.7341859814135,2052.606177749926,0.0823333087853272,0.3069677498805876,723.7680636553644,395.3314665997084,1185.0727292642086,0.04753515799048124,0.17722791302609098
S288c,haploid_mat_alpha,SGRP-39,0.02,Sucrose,10800.16016931966,5565.068647082148,19794.975072265624,1.9264495672382331,3.530530204103227,2329.7316308908275,614.1611009577796,4284.312104882751,0.19461995566311557,0.36394384672659497,1345.071184234405,354.586076963771,2473.5487470464286,0.11236388379177281,0.2101230778775075
BC187,diploid,SGRP-4,0.02,Sucrose,11269.068398942058,6201.399748860677,20721.603904622396,1.816021516261115,3.3391815417244772,700.4356299371931,213.43571479573245,1347.1990699617934,0.05074973360825902,0.105632935620498,404.39669949424353,123.22716739199633,777.8057456944549,0.029300372360030143,0.06098720381578493
UWOPS83-787.3,diploid,SGRP-40,0.02,Sucrose,14449.33889000651,7537.634581380208,29081.209849609375,1.901523021969425,3.825777611680753,3337.8573330241397,1010.7039550518267,7035.589177433117,0.19183644156156093,0.4807149228001615,1927.1128297380535,583.5302005201916,4061.999305498628,0.11075682117594712,0.2775408900821434
UWOPS83-787.3,haploid_mat_a,SGRP-41,0.02,Sucrose,12799.654644596354,5822.800905659932,26335.613227864585,2.2018101173638676,4.539921755201604,2135.9441047604796,1052.9114012423418,4142.947306215829,0.07094607883358851,0.3413298153018351,1233.1879038574573,607.8986809400922,2391.931742482144,0.04096073771252074,0.19706686074695975
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,0.02,Sucrose,15028.247830419921,6304.924543619792,47221.50414453125,2.3827420096556042,7.485740998778176,791.7582299489275,89.27397615225816,3305.4141170876705,0.09416664503424653,0.42424169062337364,457.1218271941149,51.54235416313448,1908.3817302837558,0.054367137859206174,0.24493605428286672
UWOPS87-2421,diploid,SGRP-43,0.02,Sucrose,9771.112580289713,5532.455478027344,17853.251109049477,1.7660039769012836,3.2264027585327724,318.2055630616083,126.22315493519567,879.9971634701498,0.03139335538908596,0.12066359280291829,183.716067491256,72.87497247979906,508.0665992155981,0.01812496218465437,0.06966515778615227
UWOPS87-2421,haploid_mat_a,SGRP-44,0.02,Sucrose,11282.573253141276,4965.990990707665,36472.81024088542,2.2716802564578815,7.3427352560617685,385.57798051380047,127.83093881610185,1771.0015802134928,0.02662315304993571,0.23308581382651306,222.613550843235,73.80322693623899,1022.4882390715128,0.015370884580056988,0.13457215735702033
UWOPS87-2421,haploid_mat_alpha,SGRP-45,0.02,Sucrose,11281.438384358724,4953.319233048881,35585.64672981771,2.277600729318384,7.184380675615016,364.98687657277117,133.8193697639748,1756.8454359025175,0.045520597353718384,0.3068464278306574,210.72527143997016,77.26064915601692,1014.315185342884,0.026281329135841875,0.17715786770790515
Y12,diploid,SGRP-46,0.02,Sucrose,11075.040873527018,6120.860834605691,20990.420854166667,1.8187399744198087,3.453858103032404,1079.8699169011488,885.6932499448419,1765.0417361750915,0.10091475203041646,0.2763874096196226,623.4631872126571,511.355236275089,1019.0473215116135,0.05826315924996528,0.15957234534451248
Y12,haploid_mat_a,SGRP-47,0.02,Sucrose,12938.043687076823,5522.111485351563,32823.28780208333,2.330737211736317,5.923160975581274,2414.459840045904,326.89065208741266,4757.963956779861,0.31000839934832136,0.5301783037196864,1393.9890385980436,188.73040597824001,2747.01177124139,0.17898343281479837,0.30609858637106013
Y12,haploid_mat_alpha,SGRP-48,0.02,Sucrose,14753.505604557291,5726.158168945312,36740.86635351562,2.576862186805676,6.416527944625935,175.0142888092543,86.62721801953269,1605.3505050278256,0.04635447656702265,0.2697452237422167,101.04454675605389,50.0142476427256,926.8495462215169,0.02676276952411473,0.15573747754018466
Y55,diploid,SGRP-49,0.02,Sucrose,9720.399297672526,5900.837102070943,14864.196429851074,1.6473767062100306,2.5197918577963083,325.43985907745935,209.80754302962993,411.02965781037517,0.0049903159189926905,0.05290713653040851,187.89279024340505,121.13244144617083,237.30808358173988,0.002881160239171705,0.030545949517883638
BC187,haploid_mat_a,SGRP-5,0.02,Sucrose,16565.640602929685,6282.573081705729,41693.732367838544,2.6796833916856904,6.783990902603047,1857.693104641213,774.9559481219904,7442.165047787064,0.5528394631974625,1.8496174225026774,1072.539614036316,447.42102525833286,4296.735993693486,0.3191820128957032,1.0678771167797425
Y55,haploid_mat_a,SGRP-50,0.02,Sucrose,9705.53976102702,4924.627992879354,27437.698267252603,1.9705541256731354,5.549369997804044,843.8694716537783,402.13894837060803,4145.746770734782,0.040405272925147895,0.40720850870227954,487.2082666202162,232.1750300934036,2393.5480140757486,0.023327995200014436,0.23510194211556718
Y55,haploid_mat_alpha,SGRP-51,0.02,Sucrose,9920.663606217448,5005.907907398069,26813.842050781248,1.9823119757380123,5.356315776677422,252.00235874349403,71.94341169632818,1685.6329577382692,0.06969375298536858,0.32235267699515796,145.49362965697694,41.53654810929515,973.2006419050948,0.04023770704693783,0.18611040483715094
YIIc17_E5,diploid,SGRP-52,0.02,Sucrose,13878.342287060546,8661.534287009865,23051.400537109374,1.6034589572725424,2.6628455703290133,323.3991167587964,306.9265715013259,1057.2694849666661,0.06209467339861757,0.13599923275111467,186.71456711637833,177.20413867773942,610.4148217514817,0.03585037640193375,0.07851919363843862
YIIc17_E5,haploid_mat_a,SGRP-53,0.02,Sucrose,12952.196531754558,8083.550648425956,26500.678287109375,1.602538445098529,3.279514237099571,84.59871279136009,149.74190262911708,1007.891873156992,0.020435381570295084,0.15297818316080275,48.843089603187586,86.45352779188748,581.9066442812256,0.011798373050602586,0.08832199522802935
YIIc17_E5,haploid_mat_alpha,SGRP-54,0.02,Sucrose,12219.326596126302,7872.857726139198,25737.110317057293,1.5522174705083105,3.2704841851457034,146.34402332096585,93.7692009753258,1349.9048703389356,0.0251616789851125,0.20279113849239938,84.4917612586525,54.137673424800475,779.3679402705714,0.014527102135317651,0.11708151839785746
YJM975,diploid,SGRP-55,0.02,Sucrose,10961.609992659505,5481.742318838876,23187.22077278646,1.9985723728347455,4.223720444691516,781.6283705834643,108.41751152935927,3495.063639602179,0.1110812093321005,0.5672008495904818,451.2733501626117,62.594879466344935,2017.8759331591914,0.0641327661097974,0.32747356319564913
YJM975,haploid_mat_a,SGRP-56,0.02,Sucrose,10938.969938688151,5288.040608611115,30307.760666752518,2.0686296557374195,5.733060816400519,215.99235890408,89.7464885407155,1241.4296025939361,0.021583618583771252,0.27322406482160083,124.70324655617286,51.815159317805765,716.7397152375792,0.012461307999426543,0.157745987373835
YJM975,haploid_mat_alpha,SGRP-57,0.02,Sucrose,10600.452495654297,5228.896339263439,28682.32737109375,2.027734083841609,5.487781523934711,91.08905717901933,77.55626897992211,1074.0221378799333,0.046434939679901616,0.27515760877995904,52.59029168253603,44.777132772901055,620.0869704205969,0.026809224923995234,0.1588623194986831
YJM978,diploid,SGRP-58,0.02,Sucrose,12370.873423551433,5936.250095703125,25805.01148046875,2.0815679140014525,4.331128576451948,1296.964144603219,500.07118336485826,3794.511779133824,0.057577599343207025,0.290517329943496,748.8025980159613,288.7162323296756,2190.762397126119,0.033242442480093,0.16773025864712876
YJM978,haploid_mat_a,SGRP-59,0.02,Sucrose,12172.210955566406,5789.6806036309545,29582.97239453125,2.1064915348736006,5.170681116612366,683.7896275335585,510.7429779552679,3587.9521596772415,0.0764878934268365,1.0414055497441503,394.78612552557394,294.87759580918504,2071.5051452291546,0.044160305859731463,0.6012557744803554
BC187,haploid_mat_alpha,SGRP-6,0.02,Sucrose,17119.385904833984,5767.622515625,44523.7720859375,2.9658918418807136,7.715271436036257,1216.1350069184173,187.7770455246043,2626.8935423348566,0.11778943392419085,0.20428181998575604,702.1358736152756,108.4131277812629,1516.6376937995192,0.06800576138382523,0.11794216375932293
YJM978,haploid_mat_alpha,SGRP-60,0.02,Sucrose,10745.481929557292,5396.935035644531,29070.205385416666,1.9920616188205775,5.399511002093704,161.4589437035727,172.13604106383968,2536.2753319042736,0.05513208352144265,0.6287219237303977,93.21836461033033,99.38278964544432,1464.3192456139398,0.03183052326208985,0.36299277191116447
YJM981,diploid,SGRP-61,0.02,Sucrose,12428.266515771484,5915.356207682292,25140.90602799479,2.102256078501913,4.254430514266268,252.5162716161426,129.45457920685863,1342.556198499384,0.0862273257635205,0.31033640258624196,145.7903373923406,74.74063615290956,775.12518260582,0.049783369741070116,0.17917280557250687
YJM981,haploid_mat_a,SGRP-62,0.02,Sucrose,15638.717659163412,5889.079596603429,50993.481817708336,2.653290883694662,8.648134784012884,1176.1927512136783,160.97395824171574,4958.841861079645,0.12607545295116462,0.5968693104660621,679.0752015321037,92.93835812337416,2862.988683363118,0.0727896966995589,0.34460265706860727
YJM981,haploid_mat_alpha,SGRP-63,0.02,Sucrose,15472.196757470703,5928.988751066877,48570.97147265625,2.609184731617653,8.190637304896752,471.9288194146628,91.31865778641384,1670.8520001395127,0.039376764036816496,0.16519205231925432,272.4682309273979,52.722851655021344,964.6668520565723,0.02273418531647238,0.09537367587450823
YPS128,diploid,SGRP-64,0.02,Sucrose,10646.504824023437,5494.40637138984,30601.219366821657,1.938928862692669,5.577247203278868,125.002986211672,160.125986306897,2474.9015159075143,0.06709422993942743,0.5575749087483068,72.17050773881591,92.44878129854132,1428.8850564270163,0.03873687171659908,0.321916023659216
YPS128,haploid_mat_a,SGRP-65,0.02,Sucrose,28845.339907877602,8292.176134440104,65233.77298958333,3.47925036258866,7.869368324945142,530.923317277518,216.285280381946,1275.899525609433,0.0483937479309508,0.19765216814866812,306.5287201492241,124.87236485027022,736.6409345695221,0.027940143395029343,0.11411453248654672
YPS128,haploid_mat_alpha,SGRP-66,0.02,Sucrose,28026.26523479818,8326.78235514323,62751.8545234375,3.3660932177199965,7.5383379268612325,341.6974081130959,158.1888026021409,1491.8976863319222,0.024311259967697754,0.24925178911106544,197.27909055549333,91.33034776513063,861.3475308071152,0.014036112486689272,0.14390558753926946
YPS606,diploid,SGRP-67,0.02,Sucrose,10782.337451611327,5531.029623054519,30867.150087239585,1.9494255028673315,5.5813539669696475,214.039532615065,58.260580359181105,2779.549003522046,0.03245056709988628,0.5076412643997948,123.57578177252948,33.636761753517035,1604.7733654092094,0.01873534365047536,0.2930868206529836
YPS606,haploid_mat_a,SGRP-68,0.02,Sucrose,29325.235025113932,8405.455489746095,66087.48113541667,3.4899295807163426,7.8652276112583275,286.9841605393728,222.68862173801162,890.9712530090625,0.06361034166937242,0.18115673114700595,165.69038234056566,128.56933570590778,514.4024927650004,0.03672544788605624,0.10459088749323656
YPS606,haploid_mat_alpha,SGRP-69,0.02,Sucrose,28677.984294433594,8330.120712730954,64334.48354166667,3.4452275983226057,7.72698738939435,307.7059146171323,316.1478043564217,1283.5845737460031,0.10202606769522542,0.1626441673732091,177.65409263544134,182.52801994888924,741.077899179906,0.058904777648197376,0.09390265381504483
DBVPG 1106,diploid,SGRP-7,0.02,Sucrose,11109.926881152343,5687.75205506367,21219.19110828397,1.9571496078841357,3.7410544780984223,320.3133093994616,401.6139151094263,614.5118969444803,0.08352264275171718,0.24315708883177492,184.93297540679907,231.87190199872677,354.78860912112333,0.048221820276132865,0.140386810692391
DBVPG 1106,haploid_mat_a,SGRP-8,0.02,Sucrose,9912.611937516276,5269.685400764763,22061.2569296875,1.8809498927087205,4.188971889024575,303.16273847187074,143.9190435110964,317.687254104011,0.006312877772615833,0.1496980456292857,175.0310886649987,83.09169851264497,183.4168216750638,0.0036447416813809564,0.08642820694122899
DBVPG 1106,haploid_mat_alpha,SGRP-9,0.02,Sucrose,10332.196832470703,5354.78122328209,23365.67709049479,1.9276352929550085,4.358143969222902,821.5533591328655,161.83824047671615,2180.6095056159475,0.09430882045132188,0.2742048708158632,474.3240530490012,93.43735170440746,1258.9754850648242,0.054449222874526776,0.15831225597864518
273614N,diploid,SGRP-1,0.2,Sucrose,13672.917626790364,7446.090412921749,29127.690823567707,1.8383101668921102,3.920891311710534,86.92475982100079,309.39839215511665,1361.9971802566831,0.07532815609150871,0.34111155302312074,50.18603348189838,178.631244997594,786.3494386567073,0.043490731196990706,0.19694084696159006
DBVPG 1373,diploid,SGRP-10,0.2,Sucrose,10825.675742700196,5533.086021240234,25028.836227213542,1.953892013191354,4.509704174413671,1085.837038683465,402.79467292630676,3467.466605047396,0.061447080036305994,0.34160624942144546,626.9083065799646,232.5536128421505,2001.942777830152,0.03547648819987775,0.19722646006032998
DBVPG 1373,haploid_mat_a,SGRP-11,0.2,Sucrose,13082.36751554362,5234.0323274739585,44548.697405598956,2.496036053220384,8.499309928151611,1512.3261508984365,216.7713040828128,5212.1337449535,0.22351559299238502,0.7720237795970546,873.141910323723,125.1529707647982,3009.2268207012357,0.12904678778223233,0.4457281369711518
DBVPG 1373,haploid_mat_alpha,SGRP-12,0.2,Sucrose,12886.725736930339,5119.872592610677,43803.89606380209,2.5121017996788533,8.535564758534186,1690.0177150825525,232.33774145332288,6436.357977997552,0.250705242535764,0.9856818102961951,975.732182738148,134.14025757098565,3716.033011197682,0.14474473926527376,0.5690836585098259
DBVPG 6044,diploid,SGRP-13,0.2,Sucrose,10518.075979125977,5452.075704054978,21333.278053385417,1.9295636367514908,3.9146095907803224,673.6462376288874,352.59790560800974,1368.97130188532,0.04571809090141743,0.1463422979612579,388.9298366336168,203.57249571848268,790.375949656362,0.026395352088769135,0.08449076512176067
DBVPG 6044,haploid_mat_a,SGRP-14,0.2,Sucrose,17392.65497714844,5497.441924967448,55487.651063802085,3.162969635619907,10.090049755694219,1227.9926422549847,172.74631551807715,3818.8923035195626,0.18387418315254814,0.542003782391557,708.9818825687953,99.73513176587788,2204.8384994432095,0.10615980914014622,0.3129260296655608
DBVPG 6044,haploid_mat_alpha,SGRP-15,0.2,Sucrose,8413.471084586588,4609.821150878906,17913.806313151043,1.825132113998275,3.886223364956598,314.4145690268887,39.329537729603956,1282.6285969253004,0.06667835824029494,0.27991969792219273,181.5273360648144,22.70691919529039,740.5259657051342,0.03849676807915659,0.16161171294685672
